product_name,price,images
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable,599,"['https://n3.sdlcdn.com/imgs/j/n/6/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL849498006-1-3fd95.jpeg', 'https://n1.sdlcdn.com/imgs/j/n/6/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL849498006-2-3f3d2.jpeg', 'https://n4.sdlcdn.com/imgs/j/n/6/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL849498006-3-c6913.jpeg', 'https://n1.sdlcdn.com/imgs/j/n/6/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL849498006-4-a7f08.jpeg', 'https://n4.sdlcdn.com/imgs/j/n/6/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL849498006-5-865a6.jpeg']"
RO Service RO Mineral Cartridge Cartridge,900,"['https://n3.sdlcdn.com/imgs/i/n/4/130x152/RO-Service-RO-Mineral-Cartridge-SDL152270070-1-2dff0.png', 'https://n4.sdlcdn.com/imgs/i/n/4/130x152/RO-Service-RO-Mineral-Cartridge-SDL152270070-2-060ae.png', 'https://n1.sdlcdn.com/imgs/i/a/p/130x152/RO-Service-Cartridge-SDL152270070-3-681c6.png']"
Shop Stoppers | Automatic Water USB Pump | USB Charging Automatic Drinking Water Pump | Portable Electric Water Dispenser 5 Gallon Bottle,999,"['https://n3.sdlcdn.com/imgs/j/d/v/130x152/Shop-Stoppers-Automatic-Water-USB-SDL750635071-1-28c0a.jpeg', 'https://n1.sdlcdn.com/imgs/j/d/v/130x152/Shop-Stoppers-Automatic-Water-USB-SDL750635071-2-d44f1.jpeg', 'https://n4.sdlcdn.com/imgs/j/d/v/130x152/Shop-Stoppers-Automatic-Water-USB-SDL750635071-3-ed813.jpeg', 'https://n1.sdlcdn.com/imgs/j/d/v/130x152/Shop-Stoppers-Automatic-Water-USB-SDL750635071-4-63fb2.jpeg', 'https://n4.sdlcdn.com/imgs/j/d/v/130x152/Shop-Stoppers-Automatic-Water-USB-SDL750635071-5-cf516.jpeg']"
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),999,"['https://n4.sdlcdn.com/imgs/k/k/i/130x152/Dipali-Water-Dispenser-Pump-Compatible-SDL066116462-1-d3b2c.jpg', 'https://n4.sdlcdn.com/imgs/k/k/i/130x152/Dipali-Water-Dispenser-Pump-Compatible-SDL066116462-2-9657d.jpg', 'https://n3.sdlcdn.com/imgs/k/k/i/130x152/Dipali-Water-Dispenser-Pump-Compatible-SDL066116462-3-b0515.jpg', 'https://n2.sdlcdn.com/imgs/k/k/i/130x152/Dipali-Water-Dispenser-Pump-Compatible-SDL066116462-4-f3e0e.jpg']"
VEDO Automatic Wireless Electric Rechargeable Drinking Water Dispenser (pack of 1),999,"['https://n2.sdlcdn.com/imgs/k/c/q/130x152/VEDO-Automatic-Wireless-Electric-Rechargeable-SDL872531711-1-64531.jpg', 'https://n4.sdlcdn.com/imgs/k/c/q/130x152/VEDO-Automatic-Wireless-Electric-Rechargeable-SDL872531711-2-67216.jpg', 'https://n3.sdlcdn.com/imgs/k/c/q/130x152/VEDO-Automatic-Wireless-Electric-Rechargeable-SDL872531711-3-4d4ae.jpg', 'https://n4.sdlcdn.com/imgs/k/c/q/130x152/VEDO-Automatic-Wireless-Electric-Rechargeable-SDL872531711-4-7284c.jpg', 'https://n4.sdlcdn.com/imgs/k/c/q/130x152/VEDO-Automatic-Wireless-Electric-Rechargeable-SDL872531711-5-d6043.jpg', 'https://n2.sdlcdn.com/imgs/k/c/q/130x152/VEDO-Automatic-Wireless-Electric-Rechargeable-SDL872531711-6-5d117.jpg']"
FLOZACK Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump f - Water Dispenser Pump Compatible with Electric Water Purifiers,599,"['https://n4.sdlcdn.com/imgs/k/m/c/130x152/FLOZACK-Automatic-Wireless-Electric-Rechargeable-SDL874740637-1-07465.jpg', 'https://n2.sdlcdn.com/imgs/k/m/c/130x152/FLOZACK-Automatic-Wireless-Electric-Rechargeable-SDL874740637-2-ebc67.jpg', 'https://n4.sdlcdn.com/imgs/k/m/c/130x152/FLOZACK-Automatic-Wireless-Electric-Rechargeable-SDL874740637-3-069eb.jpg', 'https://n3.sdlcdn.com/imgs/k/m/c/130x152/FLOZACK-Automatic-Wireless-Electric-Rechargeable-SDL874740637-4-af269.jpg']"
Orvino Membrane - RO Service Kit Compatible with Electric Water Purifiers,1899,"['https://n2.sdlcdn.com/imgs/k/o/q/130x152/Orvino-Membrane-RO-Service-Kit-SDL104549146-1-6a6e5.png', 'https://n1.sdlcdn.com/imgs/k/o/q/130x152/Orvino-Membrane-RO-Service-Kit-SDL104549146-2-19d7f.png', 'https://n1.sdlcdn.com/imgs/k/o/q/130x152/Orvino-Membrane-RO-Service-Kit-SDL104549146-3-ae95f.png']"
Apeiron Ceramic Candle | Non-Electric Water Filter Cartridge | Pack of 4,2796,['https://n1.sdlcdn.com/imgs/j/t/2/130x152/Apeiron-Ceramic-Candle-Non-Electric-SDL229132088-1-8703b.jpeg']
Cloud RO Solenoid Valve HERO 24V RO Service Kit,500,"['https://n3.sdlcdn.com/imgs/i/p/k/130x152/Cloud-RO-Solenoid-Valve-RO-SDL766984249-1-1876a.jpeg', 'https://n2.sdlcdn.com/imgs/i/p/k/130x152/Cloud-RO-Solenoid-Valve-RO-SDL766984249-2-2d2fd.png']"
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable,999,"['https://n4.sdlcdn.com/imgs/j/t/3/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL939973308-1-1584b.jpeg', 'https://n3.sdlcdn.com/imgs/j/t/3/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL939973308-2-a3c92.jpeg', 'https://n2.sdlcdn.com/imgs/j/t/3/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL939973308-3-71e41.jpeg', 'https://n1.sdlcdn.com/imgs/j/t/3/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL939973308-4-7a8b2.jpeg', 'https://n4.sdlcdn.com/imgs/j/t/3/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL939973308-5-81050.jpeg', 'https://n3.sdlcdn.com/imgs/j/t/3/130x152/Automatic-Wireless-Electric-Rechargeable-Drinking-SDL939973308-6-7568b.jpeg']"
