product_name,price,images
Orpat - Assorted OHM 217 M.Yellow 200 Hand Blender Without Chopper,1450,"['https://n4.sdlcdn.com/imgs/k/o/u/130x152/Orpat-Assorted-OHM-217-M-SDL729334494-1-d642b.jpg', 'https://n4.sdlcdn.com/imgs/k/o/u/130x152/Orpat-Assorted-OHM-217-M-SDL729334494-2-e0e07.jpg', 'https://n4.sdlcdn.com/imgs/k/o/u/130x152/Orpat-Assorted-OHM-217-M-SDL729334494-3-c846e.jpg']"
Leben Tree White SMILE BLEND 200 Hand Blender With Chopper,1999,"['https://n3.sdlcdn.com/imgs/k/v/u/130x152/Leben-Tree-White-SMILE-BLEND-SDL465804828-1-b0e4c.jpg', 'https://n2.sdlcdn.com/imgs/k/v/u/130x152/Leben-Tree-White-SMILE-BLEND-SDL465804828-2-b2947.jpg', 'https://n4.sdlcdn.com/imgs/k/v/u/130x152/Leben-Tree-White-SMILE-BLEND-SDL465804828-3-c8d04.jpg', 'https://n1.sdlcdn.com/imgs/k/v/u/130x152/Leben-Tree-White-SMILE-BLEND-SDL465804828-4-0f0a8.jpg', 'https://n4.sdlcdn.com/imgs/k/v/u/130x152/Leben-Tree-White-SMILE-BLEND-SDL465804828-5-b1e10.jpg', 'https://n4.sdlcdn.com/imgs/k/v/u/130x152/Leben-Tree-White-SMILE-BLEND-SDL465804828-6-39ea2.jpg', 'https://n3.sdlcdn.com/imgs/k/v/u/130x152/Leben-Tree-White-SMILE-BLEND-SDL465804828-7-ce40b.jpg']"
GOODFLAME White Hand Blender-777 250 Hand Blender Without Chopper,1790,"['https://n3.sdlcdn.com/imgs/k/v/c/130x152/GOODFLAME-White-Hand-Blender-777-SDL218813126-1-7a16e.jpg', 'https://n1.sdlcdn.com/imgs/k/v/c/130x152/GOODFLAME-White-Hand-Blender-777-SDL218813126-2-69d6d.jpg', 'https://n3.sdlcdn.com/imgs/k/v/c/130x152/GOODFLAME-White-Hand-Blender-777-SDL218813126-3-60806.jpg', 'https://n2.sdlcdn.com/imgs/k/v/c/130x152/GOODFLAME-White-Hand-Blender-777-SDL218813126-4-ff390.jpg']"
Casa Azul PB-101 180 Watt Hand Blender,1799,"['https://n2.sdlcdn.com/imgs/j/k/5/130x152/Casa-Azul-PB-101-180-SDL286243642-1-81fd7.jpg', 'https://n2.sdlcdn.com/imgs/j/k/5/130x152/Casa-Azul-PB-101-180-SDL286243642-2-96dec.jpg', 'https://n4.sdlcdn.com/imgs/j/k/5/130x152/Casa-Azul-PB-101-180-SDL286243642-3-2d536.jpg', 'https://n3.sdlcdn.com/imgs/j/k/5/130x152/Casa-Azul-PB-101-180-SDL286243642-4-f8493.jpg', 'https://n1.sdlcdn.com/imgs/j/k/5/130x152/Casa-Azul-PB-101-180-SDL286243642-5-41677.jpg', 'https://n2.sdlcdn.com/imgs/j/k/5/130x152/Casa-Azul-PB-101-180-SDL286243642-6-8084a.jpg', 'https://n2.sdlcdn.com/imgs/j/k/5/130x152/Casa-Azul-PB-101-180-SDL286243642-7-33b9a.jpg']"
smart packaging - Multicolor Electric Push Button Chopper 50W,1999,"['https://n2.sdlcdn.com/imgs/k/l/z/130x152/smart-packaging-Multicolor-Electric-Push-SDL783189599-1-3defa.jpg', 'https://n4.sdlcdn.com/imgs/k/l/z/130x152/smart-packaging-Multicolor-Electric-Push-SDL783189599-2-e61db.jpg', 'https://n3.sdlcdn.com/imgs/k/l/z/130x152/smart-packaging-Multicolor-Electric-Push-SDL783189599-3-37f15.jpg', 'https://n2.sdlcdn.com/imgs/k/l/z/130x152/smart-packaging-Multicolor-Electric-Push-SDL783189599-4-5361e.jpg']"
Orpat - Red OHM-217 Empire Red 200 Hand Blender Without Chopper,1450,"['https://n2.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Red-OHM-217-Empire-SDL549967502-1-4abd5.jpg', 'https://n1.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Red-OHM-217-Empire-SDL549967502-2-d7ef8.jpg']"
JMALL - USB Rechargeable Multicolor Electric Push Button Chopper 50W,1999,"['https://n1.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-1-7f33e.JPG', 'https://n3.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-2-ad101.JPG', 'https://n3.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-3-8a6af.JPG', 'https://n2.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-4-7bd2e.JPG', 'https://n4.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-5-7a2b7.JPG', 'https://n2.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-6-79745.JPG', 'https://n2.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-7-d86c8.jpg', 'https://n2.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-8-dfc10.jpg', 'https://n3.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-9-089a0.jpg', 'https://n4.sdlcdn.com/imgs/k/n/j/130x152/JMALL-USB-Rechargeable-Multicolor-Electric-SDL355116232-10-56ed7.jpg']"
ASIAN - Chopper Grinder Multicolor Electric Push Button Chopper 200W,2000,"['https://n2.sdlcdn.com/imgs/k/s/h/130x152/ASIAN-Chopper-Grinder-Multicolor-Electric-SDL709803265-1-3cdb7.jpg', 'https://n4.sdlcdn.com/imgs/k/s/h/130x152/ASIAN-Chopper-Grinder-Multicolor-Electric-SDL709803265-2-278f5.jpg', 'https://n4.sdlcdn.com/imgs/k/s/h/130x152/ASIAN-Chopper-Grinder-Multicolor-Electric-SDL709803265-3-5804b.jpg', 'https://n3.sdlcdn.com/imgs/k/s/h/130x152/ASIAN-Chopper-Grinder-Multicolor-Electric-SDL709803265-4-71278.jpg', 'https://n2.sdlcdn.com/imgs/k/s/h/130x152/ASIAN-Chopper-Grinder-Multicolor-Electric-SDL709803265-5-aa807.jpg']"
MAHADEV ENTERPRISE Black â€ŽHand Blender 100 Hand Blender Without Chopper,499,"['https://n2.sdlcdn.com/imgs/k/u/9/130x152/MAHADEV-ENTERPRISE-Black-Hand-Blender-SDL586351380-1-cf6bd.jpg', 'https://n2.sdlcdn.com/imgs/k/u/9/130x152/MAHADEV-ENTERPRISE-Black-Hand-Blender-SDL586351380-2-34249.jpg', 'https://n2.sdlcdn.com/imgs/k/u/9/130x152/MAHADEV-ENTERPRISE-Black-Hand-Blender-SDL586351380-3-b0382.jpg', 'https://n1.sdlcdn.com/imgs/k/u/9/130x152/MAHADEV-ENTERPRISE-Black-Hand-Blender-SDL586351380-4-88001.jpg', 'https://n2.sdlcdn.com/imgs/k/u/9/130x152/MAHADEV-ENTERPRISE-Black-Hand-Blender-SDL586351380-5-a7c55.jpg']"
Orpat - Express Chopper White Electric Push Button Chopper 250W,1355,"['https://n1.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Express-Chopper-White-Electric-SDL683350831-1-e913c.jpg', 'https://n3.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Express-Chopper-White-Electric-SDL683350831-2-0f1b1.jpg', 'https://n3.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Express-Chopper-White-Electric-SDL683350831-3-da295.jpg']"
